Experience,Rating,Profile,Fees,city,and,bams,bds,bhms,ddv,ddvl,dnb,ent,in,mbbs,md,mds,ms,of,oral,phd,post
11,0,Dentist,200,Delhi,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9,8,Dermatologists,800,Delhi,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
10,10,Dentist,100,Chennai,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17,10,Dentist,100,Chennai,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,10,Dermatologists,500,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8,0,Homeopath,200,Chennai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,ENT Specialist,200,Bangalore,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
24,10,Dentist,100,Hyderabad,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
22,10,Homeopath,100,Mumbai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,Homeopath,500,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,0,Homeopath,600,Delhi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,Homeopath,450,Delhi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,9,Dermatologists,500,Bangalore,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
13,10,Ayurveda,250,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,10,Dentist,100,Mumbai,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,0,General Medicine,100,Coimbatore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7,0,Ayurveda,300,Thiruvananthapuram,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,0,General Medicine,800,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,10,Dermatologists,500,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,General Medicine,300,Bangalore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,10,Dermatologists,100,Mumbai,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
12,10,ENT Specialist,450,Delhi,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
25,0,Ayurveda,100,Mumbai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,Dentist,200,Coimbatore,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14,10,Dentist,200,Bangalore,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
16,0,Ayurveda,150,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,0,Dermatologists,100,Mumbai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,8,ENT Specialist,350,Bangalore,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
11,10,Dentist,100,Mumbai,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
18,10,General Medicine,350,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,0,Homeopath,100,Hyderabad,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,Homeopath,250,Bangalore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,General Medicine,100,Coimbatore,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38,5,ENT Specialist,800,Delhi,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18,0,Homeopath,400,Delhi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,Dermatologists,150,Coimbatore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37,0,General Medicine,200,Mumbai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,0,Homeopath,300,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,9,General Medicine,200,Hyderabad,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,0,Dentist,100,Ernakulam,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,Homeopath,150,Chennai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,10,Homeopath,300,Ernakulam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,0,ENT Specialist,800,Delhi,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,10,Dentist,100,Bangalore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,9,ENT Specialist,800,Mumbai,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14,0,Homeopath,450,Delhi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,Homeopath,800,Mumbai,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8,10,Dentist,200,Coimbatore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,Homeopath,100,Bangalore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,Ayurveda,200,Hyderabad,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,Dermatologists,200,Chennai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,6,General Medicine,150,Chennai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27,0,General Medicine,300,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,10,Homeopath,350,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,Dermatologists,300,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,10,Dentist,400,Bangalore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,10,Dentist,100,Chennai,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10,10,Dentist,300,Mumbai,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,0,Ayurveda,500,Mumbai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,Homeopath,450,Mumbai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,Homeopath,150,Ernakulam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,Dentist,100,Bangalore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,Ayurveda,100,Thiruvananthapuram,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,General Medicine,400,Mumbai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0,Homeopath,400,Mumbai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,General Medicine,150,Coimbatore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46,0,General Medicine,100,Mumbai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14,0,Homeopath,500,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,10,Dentist,500,Mumbai,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,Homeopath,250,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0,Homeopath,100,Bangalore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,ENT Specialist,700,Bangalore,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9,10,Dentist,200,Bangalore,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
10,0,Ayurveda,250,Hyderabad,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,Dentist,100,Thiruvananthapuram,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,0,Homeopath,300,Delhi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,10,Dentist,100,Bangalore,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,9,Ayurveda,500,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
24,0,Dentist,100,Coimbatore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10,Dentist,200,Hyderabad,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17,0,General Medicine,150,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,General Medicine,200,Thiruvananthapuram,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,10,Dentist,200,Bangalore,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,0,Ayurveda,100,Mumbai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,Homeopath,200,Delhi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10,Dentist,300,Mumbai,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
15,10,Dentist,300,Bangalore,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
56,0,General Medicine,200,Coimbatore,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,10,ENT Specialist,800,Delhi,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
21,0,ENT Specialist,600,Chennai,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
23,10,Dentist,100,Chennai,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,Dermatologists,800,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,10,Dermatologists,500,Mumbai,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,Homeopath,750,Mumbai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,Dermatologists,200,Bangalore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42,10,General Medicine,100,Delhi,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
9,0,Ayurveda,100,Bangalore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,Homeopath,600,Mumbai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19,10,Dermatologists,500,Mumbai,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
9,10,Dentist,100,Chennai,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,10,Dentist,300,Delhi,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0
12,10,Dermatologists,400,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,10,Ayurveda,300,Bangalore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,10,Dentist,200,Hyderabad,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,Dermatologists,500,Mumbai,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
13,0,General Medicine,100,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,0,General Medicine,100,Chennai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14,10,Homeopath,500,Bangalore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,Ayurveda,500,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,General Medicine,350,Bangalore,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,10,Dentist,500,Delhi,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,0,ENT Specialist,250,Ernakulam,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
13,10,ENT Specialist,400,Bangalore,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
36,10,General Medicine,500,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,0,Homeopath,500,Chennai,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0,Homeopath,300,Chennai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,0,Dentist,200,Thiruvananthapuram,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12,10,Dentist,300,Hyderabad,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0,Homeopath,200,Delhi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,Homeopath,500,Bangalore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,Dermatologists,300,Hyderabad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,0,Dermatologists,500,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,0,General Medicine,200,Thiruvananthapuram,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,0,General Medicine,200,Chennai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12,0,Homeopath,500,Mumbai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,Ayurveda,200,Bangalore,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,0,General Medicine,100,Delhi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,10,Homeopath,100,Mumbai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,0,ENT Specialist,500,Chennai,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
33,8,Dermatologists,400,Bangalore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,9,ENT Specialist,400,Delhi,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
12,9,ENT Specialist,200,Chennai,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22,0,ENT Specialist,500,Chennai,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
13,10,Dermatologists,400,Bangalore,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
13,0,Ayurveda,350,Hyderabad,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,10,Dentist,300,Bangalore,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48,0,Homeopath,100,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,10,Dermatologists,100,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,10,Dentist,200,Chennai,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20,0,ENT Specialist,100,Delhi,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
48,0,General Medicine,50,Bangalore,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,0,Homeopath,200,Delhi,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
39,0,General Medicine,100,Mumbai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,10,Homeopath,100,Mumbai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,0,Dentist,200,Ernakulam,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,0,Homeopath,800,Mumbai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,9,Dermatologists,500,Bangalore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
43,0,General Medicine,200,Mumbai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,0,Dentist,100,Thiruvananthapuram,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,10,Ayurveda,500,Chennai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,0,Dermatologists,400,Mumbai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34,0,General Medicine,200,Coimbatore,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,9,Homeopath,500,Delhi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,Homeopath,100,Delhi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,ENT Specialist,250,Chennai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,0,Homeopath,200,Ernakulam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,Dentist,100,Ernakulam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32,0,General Medicine,350,Chennai,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
24,0,Dentist,500,Delhi,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,0,Ayurveda,50,Mumbai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,7,Ayurveda,500,Mumbai,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
15,10,ENT Specialist,600,Delhi,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
41,0,Dentist,800,Mumbai,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6,0,Ayurveda,200,Bangalore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,10,Homeopath,100,Hyderabad,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5,10,Dentist,500,Chennai,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18,10,Homeopath,250,Bangalore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,Homeopath,500,Coimbatore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,10,ENT Specialist,500,Delhi,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
21,0,Homeopath,100,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0,Dentist,200,Delhi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,Homeopath,450,Mumbai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,Ayurveda,500,Mumbai,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2,0,Dermatologists,500,Hyderabad,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
45,0,Dermatologists,100,Mumbai,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
20,0,General Medicine,250,Mumbai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,8,ENT Specialist,700,Bangalore,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0
14,0,Dentist,500,Chennai,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32,0,ENT Specialist,180,Bangalore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,Dermatologists,300,Bangalore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30,0,Dermatologists,300,Chennai,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
12,10,General Medicine,300,Hyderabad,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14,0,Ayurveda,200,Mumbai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,Homeopath,200,Chennai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,Homeopath,100,Mumbai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,10,ENT Specialist,300,Chennai,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,0,Dermatologists,250,Hyderabad,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
16,10,Dentist,500,Hyderabad,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0
35,10,Dentist,300,Bangalore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,0,Homeopath,500,Mumbai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,10,Dentist,300,Delhi,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,0,General Medicine,250,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,10,General Medicine,700,Chennai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,ENT Specialist,500,Delhi,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
32,10,General Medicine,250,Chennai,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,0,General Medicine,200,Ernakulam,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,10,Homeopath,300,Delhi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,Dentist,100,Coimbatore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,Dentist,200,Hyderabad,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,Homeopath,50,Delhi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,10,ENT Specialist,350,Bangalore,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,8,General Medicine,600,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,10,Dentist,300,Bangalore,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
26,0,General Medicine,100,Mumbai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,10,Homeopath,500,Mumbai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,0,ENT Specialist,700,Delhi,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
17,0,Ayurveda,100,Hyderabad,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2,0,Dentist,200,Chennai,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,Dentist,150,Thiruvananthapuram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,Dentist,10,Ernakulam,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,ENT Specialist,100,Delhi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,0,General Medicine,200,Mumbai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17,0,Homeopath,400,Bangalore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,ENT Specialist,300,Bangalore,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
36,0,General Medicine,150,Mumbai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,0,General Medicine,400,Chennai,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,10,Ayurveda,200,Bangalore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,Ayurveda,200,Ernakulam,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,10,Dentist,200,Bangalore,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10,10,Dentist,300,Mumbai,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,10,Homeopath,100,Mumbai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,9,General Medicine,400,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,10,Dentist,250,Bangalore,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,0,Ayurveda,300,Mumbai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,9,General Medicine,400,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,10,Homeopath,500,Mumbai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,Dermatologists,500,Mumbai,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,0,Ayurveda,50,Mumbai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,Dentist,150,Chennai,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,10,Homeopath,600,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,9,ENT Specialist,100,Mumbai,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
11,0,Dentist,250,Hyderabad,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,0,Ayurveda,100,Mumbai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,10,Dentist,500,Bangalore,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18,0,Ayurveda,60,Mumbai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,General Medicine,350,Bangalore,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,0,General Medicine,500,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,10,Dentist,500,Delhi,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,10,Dermatologists,700,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,8,ENT Specialist,300,Hyderabad,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,10,Ayurveda,150,Hyderabad,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,10,Ayurveda,200,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,0,Ayurveda,100,Hyderabad,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,Dentist,200,Bangalore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,10,Dentist,300,Delhi,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
14,10,Dermatologists,800,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,9,Ayurveda,500,Delhi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10,Dentist,150,Chennai,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,10,General Medicine,500,Hyderabad,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
19,0,Dentist,200,Mumbai,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,General Medicine,100,Mumbai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,ENT Specialist,400,Bangalore,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
28,0,Homeopath,100,Hyderabad,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,General Medicine,100,Mumbai,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
19,10,Dentist,150,Coimbatore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,Dentist,200,Hyderabad,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7,10,ENT Specialist,500,Mumbai,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8,0,Dentist,250,Chennai,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,10,Dentist,200,Chennai,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,Dentist,300,Mumbai,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18,9,Dermatologists,250,Coimbatore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,Dermatologists,300,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,0,ENT Specialist,300,Chennai,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
24,10,ENT Specialist,100,Mumbai,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
11,10,Dentist,150,Coimbatore,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8,10,Dermatologists,300,Hyderabad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
